
Gurobi 11.0.3 (linux64, Java) logging started sex 29 nov 2024 00:34:03 -03

Set parameter Username
Academic license - for non-commercial use only - expires 2025-10-10
Set parameter NonConvex to value 2
Set parameter TimeLimit to value 3600
Set parameter LogToConsole to value 0
Set parameter MIPGap to value 2.8513120942475052e-08
Set parameter Threads to value 2
Set parameter NodefileDir to value "/home/ps12398/experiment_epec/goalProgrammingMarcos/"
Set parameter NodefileStart to value 1
Gurobi Optimizer version 11.0.3 build v11.0.3rc0 (linux64)

CPU model: Intel(R) Xeon(R) CPU           X5650  @ 2.67GHz, instruction set [SSE2]
Thread count: 12 physical cores, 24 logical processors, using up to 2 threads

Optimize a model with 254173 rows, 172586 columns and 1906669 nonzeros
Model fingerprint: 0x7621db57
Model has 298 quadratic constraints
Variable types: 86148 continuous, 86438 integer (293 binary)
Coefficient statistics:
  Matrix range     [3e-03, 3e+06]
  QMatrix range    [3e-03, 5e+04]
  QLMatrix range   [1e+00, 5e+04]
  Objective range  [1e+00, 7e+07]
  Bounds range     [1e+00, 1e+08]
  RHS range        [1e+00, 2e+06]
  QRHS range       [1e-01, 1e-01]
Presolve removed 252441 rows and 170338 columns
Presolve time: 1.53s
Presolved: 2869 rows, 2604 columns, 323647 nonzeros
Presolved model has 2 SOS constraint(s)
Presolved model has 293 bilinear constraint(s)

Solving non-convex MIQCP

Variable types: 947 continuous, 1657 integer (295 binary)
Found heuristic solution: objective 1.208589e+07

Root relaxation: objective 2.581814e+05, 295 iterations, 0.11 seconds (0.06 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 258181.400    0  303 1.2086e+07 258181.400  97.9%     -    2s
     0     0 258649.748    0  305 1.2086e+07 258649.748  97.9%     -    3s
     0     0 258826.023    0  308 1.2086e+07 258826.023  97.9%     -    4s
     0     0 258866.266    0  310 1.2086e+07 258866.266  97.9%     -    4s
     0     0 258918.760    0  311 1.2086e+07 258918.760  97.9%     -    4s
     0     0 258925.048    0  312 1.2086e+07 258925.048  97.9%     -    4s
     0     0 258999.270    0  313 1.2086e+07 258999.270  97.9%     -    4s
     0     0 259031.456    0  314 1.2086e+07 259031.456  97.9%     -    5s
     0     0 259113.688    0  315 1.2086e+07 259113.688  97.9%     -    5s
     0     0 259161.378    0  315 1.2086e+07 259161.378  97.9%     -    5s
     0     0 259168.643    0  315 1.2086e+07 259168.643  97.9%     -    5s
     0     0 259215.700    0  315 1.2086e+07 259215.700  97.9%     -    5s
     0     0 259233.913    0  315 1.2086e+07 259233.913  97.9%     -    5s
     0     0 259289.765    0  315 1.2086e+07 259289.765  97.9%     -    5s
     0     0 259330.089    0  315 1.2086e+07 259330.089  97.9%     -    5s
     0     0 259372.219    0  315 1.2086e+07 259372.219  97.9%     -    5s
     0     0 259405.924    0  315 1.2086e+07 259405.924  97.9%     -    5s
     0     0 259460.314    0  315 1.2086e+07 259460.314  97.9%     -    6s
     0     0 259515.450    0  316 1.2086e+07 259515.450  97.9%     -    6s
     0     0 259515.948    0  317 1.2086e+07 259515.948  97.9%     -    6s
     0     0 259571.497    0  317 1.2086e+07 259571.497  97.9%     -    6s
     0     0 259572.495    0  318 1.2086e+07 259572.495  97.9%     -    6s
     0     0 259628.487    0  317 1.2086e+07 259628.487  97.9%     -    6s
     0     0 259683.770    0  317 1.2086e+07 259683.770  97.9%     -    6s
     0     0 259738.697    0  317 1.2086e+07 259738.697  97.9%     -    6s
     0     0 259793.272    0  317 1.2086e+07 259793.272  97.9%     -    6s
     0     0 259847.768    0  317 1.2086e+07 259847.768  97.8%     -    6s
     0     0 259903.374    0  317 1.2086e+07 259903.374  97.8%     -    6s
     0     0 259961.620    0  317 1.2086e+07 259961.620  97.8%     -    7s
     0     0 260014.790    0  317 1.2086e+07 260014.790  97.8%     -    7s
     0     0 260074.918    0  317 1.2086e+07 260074.918  97.8%     -    7s
     0     0 260129.457    0  318 1.2086e+07 260129.457  97.8%     -    7s
     0     0 260181.456    0  318 1.2086e+07 260181.456  97.8%     -    7s
     0     0 260233.931    0  318 1.2086e+07 260233.931  97.8%     -    7s
     0     0 260291.048    0  317 1.2086e+07 260291.048  97.8%     -    7s
     0     0 260291.841    0  319 1.2086e+07 260291.841  97.8%     -    7s
     0     0 260345.611    0  318 1.2086e+07 260345.611  97.8%     -    8s
     0     0 260404.605    0  318 1.2086e+07 260404.605  97.8%     -    8s
     0     0 260463.877    0  319 1.2086e+07 260463.877  97.8%     -    8s
     0     0 260464.045    0  320 1.2086e+07 260464.045  97.8%     -    8s
     0     0 260518.147    0  320 1.2086e+07 260518.147  97.8%     -    8s
     0     0 260575.897    0  321 1.2086e+07 260575.897  97.8%     -    8s
     0     0 260578.046    0  323 1.2086e+07 260578.046  97.8%     -    8s
     0     0 260607.145    0  323 1.2086e+07 260607.145  97.8%     -    8s
     0     0 260661.837    0  323 1.2086e+07 260661.837  97.8%     -    8s
     0     0 260661.959    0  322 1.2086e+07 260661.959  97.8%     -    8s
     0     0 260718.243    0  321 1.2086e+07 260718.243  97.8%     -    8s
