
Gurobi 11.0.3 (linux64, Java) logging started sex 29 nov 2024 10:48:18 -03

Set parameter Username
Academic license - for non-commercial use only - expires 2025-10-10
Set parameter NonConvex to value 2
Set parameter TimeLimit to value 3600
Set parameter LogToConsole to value 0
Set parameter MIPGap to value 2.8513120942475052e-08
Set parameter Threads to value 2
Set parameter NodefileDir to value "/home/ps12398/experiment_epec/goalProgrammingMarcos/"
Set parameter NodefileStart to value 1
Gurobi Optimizer version 11.0.3 build v11.0.3rc0 (linux64)

CPU model: Intel(R) Xeon(R) CPU           X5650  @ 2.67GHz, instruction set [SSE2]
Thread count: 12 physical cores, 24 logical processors, using up to 2 threads

Optimize a model with 254173 rows, 172586 columns and 1906669 nonzeros
Model fingerprint: 0xd615dc73
Model has 298 quadratic constraints
Variable types: 86148 continuous, 86438 integer (293 binary)
Coefficient statistics:
  Matrix range     [3e-03, 3e+06]
  QMatrix range    [3e-03, 5e+04]
  QLMatrix range   [1e+00, 5e+04]
  Objective range  [1e+00, 7e+07]
  Bounds range     [1e+00, 1e+08]
  RHS range        [1e+00, 5e+05]
  QRHS range       [2e-01, 2e-01]
Presolve removed 252441 rows and 170338 columns
Presolve time: 1.21s
Presolved: 2869 rows, 2604 columns, 323647 nonzeros
Presolved model has 2 SOS constraint(s)
Presolved model has 293 bilinear constraint(s)

Solving non-convex MIQCP

Variable types: 947 continuous, 1657 integer (295 binary)
Found heuristic solution: objective 5215087.2983

Root relaxation: objective 1.163124e+06, 295 iterations, 0.04 seconds (0.02 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 1163124.35    0  293 5215087.30 1163124.35  77.7%     -    2s
H    0     0                    4625111.7777 1163124.35  74.9%     -    2s
     0     0 1163445.99    0  180 4625111.78 1163445.99  74.8%     -    2s
     0     0 1163639.90    0  182 4625111.78 1163639.90  74.8%     -    3s
     0     0 1163669.36    0  182 4625111.78 1163669.36  74.8%     -    3s
     0     0 1163721.55    0  183 4625111.78 1163721.55  74.8%     -    3s
     0     0 1163723.65    0  183 4625111.78 1163723.65  74.8%     -    3s
     0     0 1163752.04    0  184 4625111.78 1163752.04  74.8%     -    3s
     0     0 1163808.91    0  184 4625111.78 1163808.91  74.8%     -    3s
     0     0 1163809.35    0  185 4625111.78 1163809.35  74.8%     -    3s
     0     0 1163866.20    0  185 4625111.78 1163866.20  74.8%     -    3s
     0     0 1163925.70    0  187 4625111.78 1163925.70  74.8%     -    3s
     0     0 1163987.79    0  187 4625111.78 1163987.79  74.8%     -    3s
     0     0 1163988.03    0  188 4625111.78 1163988.03  74.8%     -    3s
     0     0 1164050.04    0  188 4625111.78 1164050.04  74.8%     -    3s
     0     0 1164111.64    0  189 4625111.78 1164111.64  74.8%     -    3s
     0     0 1164174.49    0  189 4625111.78 1164174.49  74.8%     -    3s
     0     0 1164238.35    0  315 4625111.78 1164238.35  74.8%     -    3s
     0     0 1164323.77    0  316 4625111.78 1164323.77  74.8%     -    3s
     0     0 1164361.69    0  192 4625111.78 1164361.69  74.8%     -    4s
     0     0 1164436.66    0  193 4625111.78 1164436.66  74.8%     -    4s
     0     0 1164512.81    0  317 4625111.78 1164512.81  74.8%     -    4s
     0     0 1164590.92    0  318 4625111.78 1164590.92  74.8%     -    4s
     0     0 1164667.95    0  318 4625111.78 1164667.95  74.8%     -    4s
     0     0 1164752.39    0  319 4625111.78 1164752.39  74.8%     -    4s
     0     0 1164835.00    0  320 4625111.78 1164835.00  74.8%     -    4s
     0     0 1164917.92    0  321 4625111.78 1164917.92  74.8%     -    4s
     0     0 1165001.73    0  321 4625111.78 1165001.73  74.8%     -    4s
     0     0 1165086.61    0  322 4625111.78 1165086.61  74.8%     -    4s
     0     0 1165174.47    0  322 4625111.78 1165174.47  74.8%     -    4s
     0     0 1165176.71    0  322 4625111.78 1165176.71  74.8%     -    4s
     0     0 1165266.31    0  323 4625111.78 1165266.31  74.8%     -    4s
     0     0 1165267.13    0  323 4625111.78 1165267.13  74.8%     -    4s
     0     0 1165357.21    0  323 4625111.78 1165357.21  74.8%     -    4s
     0     0 1165449.68    0  324 4625111.78 1165449.68  74.8%     -    4s
     0     0 1165542.95    0  205 4625111.78 1165542.95  74.8%     -    4s
     0     0 1165542.96    0  206 4625111.78 1165542.96  74.8%     -    4s
     0     0 1165635.44    0  325 4625111.78 1165635.44  74.8%     -    4s
     0     0 1165727.58    0  325 4625111.78 1165727.58  74.8%     -    4s
     0     0 1165820.13    0  326 4625111.78 1165820.13  74.8%     -    4s
     0     0 1165911.32    0  326 4625111.78 1165911.32  74.8%     -    4s
     0     0 1166009.66    0  327 4625111.78 1166009.66  74.8%     -    4s
     0     0 1166105.53    0  327 4625111.78 1166105.53  74.8%     -    4s
     0     0 1166204.24    0  328 4625111.78 1166204.24  74.8%     -    5s
     0     0 1166301.35    0  328 4625111.78 1166301.35  74.8%     -    5s
     0     0 1166405.55    0  329 4625111.78 1166405.55  74.8%     -    5s
     0     0 1166509.94    0  329 4625111.78 1166509.94  74.8%     -    5s
