
Gurobi 11.0.3 (linux64, Java) logging started dom 01 dez 2024 00:03:09 -03

Set parameter Username
Academic license - for non-commercial use only - expires 2025-10-10
Set parameter NonConvex to value 2
Set parameter TimeLimit to value 3600
Set parameter LogToConsole to value 0
Set parameter MIPGap to value 1.0305790061187408e-08
Set parameter Threads to value 2
Set parameter NodefileDir to value "/home/ps12398/experiment_epec/goalProgrammingMarcos/"
Set parameter NodefileStart to value 1
Gurobi Optimizer version 11.0.3 build v11.0.3rc0 (linux64)

CPU model: Intel(R) Xeon(R) CPU           X5650  @ 2.67GHz, instruction set [SSE2]
Thread count: 12 physical cores, 24 logical processors, using up to 2 threads

Optimize a model with 2177725 rows, 1457786 columns and 12057681 nonzeros
Model fingerprint: 0xf2e150d0
Model has 858 quadratic constraints
Variable types: 728468 continuous, 729318 integer (853 binary)
Coefficient statistics:
  Matrix range     [1e-03, 1e+07]
  QMatrix range    [1e-03, 2e+05]
  QLMatrix range   [1e+00, 2e+05]
  Objective range  [1e+00, 2e+08]
  Bounds range     [1e+00, 1e+08]
  RHS range        [1e+00, 1e+06]
  QRHS range       [2e-01, 2e-01]
Presolve removed 1438134 rows and 718638 columns (presolve time = 5s) ...
Presolve removed 2174592 rows and 1452762 columns (presolve time = 10s) ...
Presolve removed 2174589 rows and 1452760 columns
Presolve time: 10.47s
Presolved: 6286 rows, 6024 columns, 1388951 nonzeros
Presolved model has 2 SOS constraint(s)
Presolved model has 853 bilinear constraint(s)

Solving non-convex MIQCP

Variable types: 2708 continuous, 3316 integer (855 binary)
Found heuristic solution: objective 7360660.3618

Root simplex log...

Iteration    Objective       Primal Inf.    Dual Inf.      Time
       0    0.0000000e+00   1.661495e+04   0.000000e+00     16s
     485    2.3311512e+06   0.000000e+00   0.000000e+00     16s

Root relaxation: objective 2.331151e+06, 485 iterations, 0.19 seconds (0.12 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 2331151.22    0  853 7360660.36 2331151.22  68.3%     -   15s
     0     0 2333081.05    0  506 7360660.36 2333081.05  68.3%     -   17s
     0     0 2334144.87    0  895 7360660.36 2334144.87  68.3%     -   19s
H    0     0                    7360625.9411 2334145.22  68.3%     -   20s
     0     0 2334402.53    0  898 7360625.94 2334402.53  68.3%     -   21s
     0     0 2334403.93    0  900 7360625.94 2334403.93  68.3%     -   21s
     0     0 2334479.60    0  901 7360625.94 2334479.60  68.3%     -   21s
     0     0 2334564.09    0  903 7360625.94 2334564.09  68.3%     -   22s
     0     0 2334584.97    0  903 7360625.94 2334584.97  68.3%     -   23s
     0     0 2334666.03    0  903 7360625.94 2334666.03  68.3%     -   23s
     0     0 2334668.77    0  904 7360625.94 2334668.77  68.3%     -   23s
     0     0 2334686.17    0  903 7360625.94 2334686.17  68.3%     -   23s
     0     0 2334715.98    0  903 7360625.94 2334715.98  68.3%     -   24s
     0     0 2334735.10    0  903 7360625.94 2334735.10  68.3%     -   24s
     0     0 2334765.04    0  903 7360625.94 2334765.04  68.3%     -   25s
     0     0 2334786.90    0  903 7360625.94 2334786.90  68.3%     -   25s
     0     0 2334787.05    0  903 7360625.94 2334787.05  68.3%     -   26s
     0     0 2334813.67    0  903 7360625.94 2334813.67  68.3%     -   26s
     0     0 2334841.76    0  903 7360625.94 2334841.76  68.3%     -   26s
     0     0 2334865.73    0  903 7360625.94 2334865.73  68.3%     -   27s
     0     0 2334885.55    0  903 7360625.94 2334885.55  68.3%     -   27s
     0     0 2334921.51    0  903 7360625.94 2334921.51  68.3%     -   28s
     0     0 2334956.48    0  903 7360625.94 2334956.48  68.3%     -   28s
     0     0 2334990.42    0  904 7360625.94 2334990.42  68.3%     -   29s
     0     0 2335020.66    0  904 7360625.94 2335020.66  68.3%     -   29s
     0     0 2335057.13    0  904 7360625.94 2335057.13  68.3%     -   29s
     0     0 2335093.60    0  904 7360625.94 2335093.60  68.3%     -   30s
     0     0 2335130.07    0  904 7360625.94 2335130.07  68.3%     -   30s
     0     0 2335166.60    0  904 7360625.94 2335166.60  68.3%     -   31s
     0     0 2335203.13    0  904 7360625.94 2335203.13  68.3%     -   31s
     0     0 2335239.60    0  904 7360625.94 2335239.60  68.3%     -   31s
     0     0 2335275.99    0  904 7360625.94 2335275.99  68.3%     -   32s
     0     0 2335312.41    0  905 7360625.94 2335312.41  68.3%     -   32s
     0     0 2335348.93    0  905 7360625.94 2335348.93  68.3%     -   33s
     0     0 2335385.30    0  905 7360625.94 2335385.30  68.3%     -   33s
     0     0 2335385.39    0  906 7360625.94 2335385.39  68.3%     -   33s
     0     0 2335421.80    0  906 7360625.94 2335421.80  68.3%     -   33s
     0     0 2335458.23    0  906 7360625.94 2335458.23  68.3%     -   34s
     0     0 2335494.67    0  906 7360625.94 2335494.67  68.3%     -   34s
     0     0 2335531.15    0  907 7360625.94 2335531.15  68.3%     -   34s
     0     0 2335567.61    0  907 7360625.94 2335567.61  68.3%     -   34s
     0     0 2335603.59    0  906 7360625.94 2335603.59  68.3%     -   34s
